imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8195.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8396.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3174.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9247.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2380.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_815.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7329.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4282.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1439.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4838.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1336.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_213.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4377.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8135.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8884.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4538.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3827.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3510.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7062.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7719.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_94.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9495.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6395.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1642.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_20.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4812.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4809.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3006.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9159.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1088.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3790.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7672.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4831.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8276.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_520.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_173.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4445.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_785.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6801.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_99.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6957.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1350.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3521.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4515.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8805.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6615.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1542.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6998.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7596.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8931.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1187.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1032.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_957.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9845.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5122.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2146.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7393.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8827.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4669.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4749.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5162.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3010.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5313.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6427.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1561.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6860.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1566.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1180.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5984.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9479.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5022.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8155.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9085.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_837.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5827.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2581.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4188.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_131.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3433.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_200.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7058.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1434.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9228.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2879.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6343.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9464.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9279.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9400.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2526.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6512.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8451.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2289.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8411.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1173.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2217.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_655.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6667.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2053.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1713.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3951.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5025.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2265.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9284.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1505.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1110.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6342.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1899.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1097.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9830.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7196.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9235.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1159.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3663.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2558.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3769.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8726.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1569.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4433.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1046.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2611.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2357.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1440.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7043.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3779.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1670.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5754.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3166.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8408.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8594.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_860.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3269.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7809.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3295.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8817.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1829.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_157.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_111.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6520.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1014.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2132.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1234.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7794.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3862.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1523.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4643.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6026.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3565.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9823.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7848.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9212.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9561.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8848.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7321.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4370.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7245.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5866.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2254.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_7991.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2175.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5036.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1843.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3406.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1482.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1206.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9647.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_5657.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_8635.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_1636.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9549.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9166.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9266.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_2072.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_3374.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_6955.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_4130.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_381.jpg,glass,train
/content/drive/Shareddrives/yeja/Garbage classification/glass_copy/tri_0_9359.jpg,glass,train
